METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
NcoK KM;10;500;92.03341698646544;0.0002803449928024;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.77517890930176;0.0003041594372811;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.073157787322998;0.000403157731815;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.38130116462708;0.0002887429831613;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.17833805084229;0.0002763054156682;5000;2.5;2.5;4;5.0
coK;5000;1;5.113566160202026;8.010318053234839e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;37.08547115325928;0.0001052097670454;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;151.92427277565002;0.0001008522618817;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;153.10758686065674;0.0001072619846427;5000;2.5;2.5;4;5.0
coKNN;500;10;9.792067527770996;0.000105193839304;5000;2.5;2.5;4;5.0
NcoK KM;500;10;60.35267233848572;0.0001056132563677;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;58.180020809173584;0.0001262799527113;5000;2.5;2.5;4;5.0
coKNN;100;50;1.2998127937316897;0.0001054932215796;5000;2.5;2.5;4;5.0
NcoK KM;100;50;57.99846720695496;0.0001301602056812;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;60.15913200378418;0.0001417703455932;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1206800937652587;0.000144391960041;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.03535985946657;0.0002480446884783;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;92.88187646865843;0.0002401338929673;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.077606201171875;0.0005608040002817;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.42213773727417;0.0003767095578563;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;208.92781376838684;0.0002821645448591;5000;2.5;2.5;4;5.0
coK;5000;1;4.803911685943604;0.0001051958474482;5000;2.5;2.5;4;5.0
coKNN;1000;5;29.21407794952393;0.000134644635485;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;109.61905765533449;0.0001405213344483;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;116.48514199256896;0.0001354893357103;5000;2.5;2.5;4;5.0
coKNN;500;10;8.061282634735107;0.0001346566190087;5000;2.5;2.5;4;5.0
NcoK KM;500;10;72.1743381023407;0.0001389790393951;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;73.30334258079529;0.000152123514657;5000;2.5;2.5;4;5.0
coKNN;100;50;1.662702560424805;0.0001342936759655;5000;2.5;2.5;4;5.0
NcoK KM;100;50;88.81520462036133;0.0001299747144092;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;85.18602800369263;0.000153143682287;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1254920959472656;0.0001956653541458;5000;2.5;2.5;4;5.0
NcoK KM;10;500;93.52026677131651;0.0003554892807067;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.58891987800598;0.0003393914202713;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0629012584686279;0.0005371430961385;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;204.1195776462555;0.0003512824102056;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;203.20974254608157;0.0003429074716348;5000;2.5;2.5;4;5.0
coK;5000;1;4.802338123321533;0.0001346281826869;5000;2.5;2.5;4;5.0
coKNN;1000;5;30.05015754699707;8.68239379480492e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;113.28711414337158;8.50707912554276e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;150.83311867713928;9.956190752002036e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;10.110837697982788;8.683497844810723e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;72.98845314979553;8.707058984438918e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;71.08488202095032;0.0001009832769882;5000;2.5;2.5;4;5.0
coKNN;100;50;1.6813023090362549;8.743184869318602e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;88.57826495170593;0.0001295392951181;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;100.3687355518341;0.0001225352008124;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1249618530273437;0.0001437503513977;5000;2.5;2.5;4;5.0
NcoK KM;10;500;95.6059637069702;0.0002665325682474;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.49265384674072;0.0002572991787655;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0703561305999755;0.0005686145559405;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;203.70529079437256;0.000287202562684;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;207.73651123046875;0.0002469360419397;5000;2.5;2.5;4;5.0
coK;5000;1;5.117563962936401;8.682524593806212e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;42.50884222984314;7.732330832149928e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;179.26960515975952;8.785346923840876e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;178.19332814216614;8.39489392058015e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;10.811800956726074;7.73276394382159e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;96.771422624588;8.397545146845428e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;92.51085257530212;9.422646037858525e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.9083232879638672;7.746484423956442e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;105.25997304916382;0.0001346995829983;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;101.30347442626952;0.0001219426356292;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1214368343353271;0.0001219778970453;5000;2.5;2.5;4;5.0
NcoK KM;10;500;94.53576254844666;0.0002259833645898;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;94.49549984931946;0.0002562442463581;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0680029392242431;0.0004378638078665;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;203.37060356140137;0.0002312169377285;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.29413437843323;0.0002204139627889;5000;2.5;2.5;4;5.0
coK;5000;1;4.881545543670654;7.732135937012457e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;32.32011651992798;6.328362957774928e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;151.1205859184265;6.5573040991812e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;184.82191395759585;6.6170434095236e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;11.346890687942505;6.327563214441209e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;97.90251350402832;7.568900483226874e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;96.63252902030943;8.851026482432819e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.8976740837097168;6.304019123991626e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;102.39443850517272;8.334085280058363e-05;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;103.286048412323;9.255441141043944e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.122363805770874;0.0001330106594423;5000;2.5;2.5;4;5.0
NcoK KM;10;500;94.00323796272278;0.0003144089559595;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;94.12334847450256;0.0002448754013769;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0785512924194336;0.0005564516396808;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;207.92645716667172;0.0002496491904299;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;207.415456533432;0.0002510912571472;5000;2.5;2.5;4;5.0
coK;5000;1;4.969587087631226;6.3285978358266e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;43.46466302871704;7.951940994793514e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;185.50226163864136;8.429725015341163e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;186.5878322124481;8.417122670125932e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;11.832683086395264;7.954046575483662e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;97.18565106391908;8.08696908846042e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;101.21093392372131;9.864376821785298e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.8604285717010496;7.970842190453517e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;102.89164066314696;0.0001104194664952;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;103.07904529571532;0.0001165995765111;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1210691928863525;0.0001425397119933;5000;2.5;2.5;4;5.0
NcoK KM;10;500;94.42794370651244;0.0002197848452073;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.7598283290863;0.0002713049751081;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0757036209106445;0.0005405667939434;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;204.79788494110107;0.0002712089269876;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.99740743637085;0.0003528643261623;5000;2.5;2.5;4;5.0
coK;5000;1;4.918596029281616;7.951792625387165e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;42.08976054191589;7.418587033822363e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;188.30234026908877;8.178288801316559e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;185.32612013816836;7.899797479296056e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;11.48240041732788;7.418828772061005e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;109.06820034980774;8.286118286193362e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;100.05932140350342;0.0001109795133143;5000;2.5;2.5;4;5.0
coKNN;100;50;1.9471104145050049;7.46897552234716e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;106.02599143981934;0.0001328998114557;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;105.6834843158722;8.89727128231061e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1084589958190918;0.0001661206068474;5000;2.5;2.5;4;5.0
NcoK KM;10;500;95.5387077331543;0.0002690939224932;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;94.18706846237184;0.0002754725754575;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0792028903961181;0.0004406974817551;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;206.5194706916809;0.0002201459306238;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;207.3945918083191;0.0003493442789563;5000;2.5;2.5;4;5.0
coK;5000;1;5.013458728790283;7.41866748785377e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;45.604607582092285;6.834331314974525e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;190.3565800189972;9.296646677734389e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;195.6891531944275;9.29670657072264e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;12.243267297744753;6.834263589269938e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;101.85740041732788;7.495416954026198e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;101.9087371826172;6.770664467693093e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.9338703155517576;6.850084299974244e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;96.84832811355592;9.794419991074336e-05;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;74.58086156845093;8.191483058247735e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.12127685546875;0.0001122288666279;5000;2.5;2.5;4;5.0
NcoK KM;10;500;94.17026972770692;0.0002236843529019;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;94.33149027824402;0.000211557582848;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0784804821014404;0.0004648712822217;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;211.3694324493408;0.0002431086982879;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;207.47133016586304;0.0002473853615777;5000;2.5;2.5;4;5.0
coK;5000;1;5.117764234542847;6.834298592710396e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;46.41692280769348;0.0001073099354675;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;196.43405103683472;0.0001085095893946;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;197.0370981693268;0.0001161463740535;5000;2.5;2.5;4;5.0
coKNN;500;10;11.8080153465271;0.0001073044394088;5000;2.5;2.5;4;5.0
NcoK KM;500;10;102.23266696929932;0.0001157872730272;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;106.3686888217926;0.000111248548045;5000;2.5;2.5;4;5.0
coKNN;100;50;1.896615028381348;0.0001082817395455;5000;2.5;2.5;4;5.0
NcoK KM;100;50;109.27744269371031;0.0001106198275032;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;107.82404255867004;0.0001315979189345;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1235888004302978;0.00015399686573;5000;2.5;2.5;4;5.0
NcoK KM;10;500;95.87375712394714;0.00026460249148;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;94.5561695098877;0.0003469652453895;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0786225795745849;0.0004824426514078;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;207.95995950698853;0.0002894120947004;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;208.4998776912689;0.000255085532483;5000;2.5;2.5;4;5.0
coK;5000;1;5.103031873703003;0.0001073104526947;5000;2.5;2.5;4;5.0
coKNN;1000;5;47.49716472625733;0.0001314265056868;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;206.9405300617218;0.0001298525782273;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;205.70288705825809;0.0001312336141067;5000;2.5;2.5;4;5.0
coKNN;500;10;13.830337285995483;0.0001314276059987;5000;2.5;2.5;4;5.0
NcoK KM;500;10;88.17951846122742;0.000145574459586;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;75.27107214927673;0.0001343120273974;5000;2.5;2.5;4;5.0
coKNN;100;50;1.3999402523040771;0.0001321591101896;5000;2.5;2.5;4;5.0
NcoK KM;100;50;78.62267971038818;0.0001501242945887;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;75.68541646003723;0.0001147398098076;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1215825080871582;0.0001968276842455;5000;2.5;2.5;4;5.0
NcoK KM;10;500;93.6525535583496;0.000220563081744;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.8680329322815;0.0002651096141184;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0744431018829345;0.0005039870695655;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;207.56875109672544;0.000345527552501;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;208.6445355415344;0.0002830611647035;5000;2.5;2.5;4;5.0
coK;5000;1;6.025542259216309;0.0001314329793164;5000;2.5;2.5;4;5.0
coKNN;1000;5;47.51944303512573;7.480695738291203e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;204.2372095584869;8.120357472184844e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;205.56834936141968;7.586146099540354e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;12.748019933700562;7.480547776687778e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;113.86614990234376;8.037336648394497e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;111.1582396030426;9.392571121032012e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.831028938293457;7.468582417208566e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;102.99543237686156;0.0001269626388472;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;110.7597951889038;0.0001058733460665;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1227531433105468;0.0001581858155972;5000;2.5;2.5;4;5.0
NcoK KM;10;500;97.1874418258667;0.0003399699033815;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;96.57862544059752;0.0002589379992377;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0785777568817138;0.0005340113435493;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;208.24427556991577;0.0002740529554856;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;210.55911684036252;0.0003259353863196;5000;2.5;2.5;4;5.0
coK;5000;1;5.097790956497192;7.480653737546729e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;49.00250291824341;9.612187844398195e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;209.109578371048;9.005065661954489e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;160.53870964050293;9.013216146127836e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;10.244316339492798;9.610844018312963e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;77.46420526504517;0.0001018999201107;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;79.2269115447998;0.0001072383677236;5000;2.5;2.5;4;5.0
coKNN;100;50;1.4669392108917236;9.604039854697024e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;79.77716255187988;0.000136294946569;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;78.88650465011597;0.0001358842573063;5000;2.5;2.5;4;5.0
coKNN;10;500;0.124852180480957;0.0001359327024166;5000;2.5;2.5;4;5.0
NcoK KM;10;500;95.31917548179626;0.0002453939991124;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;97.5327832698822;0.0003872031560275;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0786082744598388;0.0006971044837763;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;208.84182047843933;0.0003337974453723;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;209.9075167179108;0.0002846052458798;5000;2.5;2.5;4;5.0
coK;5000;1;5.352328538894653;9.611406294107238e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;50.99646306037903;8.03596619754496e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;219.10105633735657;8.924421834578691e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;225.1864228248596;8.230446192612909e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;15.130244970321655;8.036087381113766e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;110.60669541358948;8.767797517607889e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;118.7238883972168;9.285136020749625e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.91462516784668;8.047471839591508e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;194.2087874412537;0.0001346504357691;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;113.31933426856996;0.0001299528527366;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1207466125488281;0.0001417839988851;5000;2.5;2.5;4;5.0
NcoK KM;10;500;98.36230325698853;0.000301496348229;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;97.85385823249815;0.000243199705222;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0787091255187988;0.0006639878207327;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;208.7146048545837;0.0002839647747939;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;209.4095618724823;0.0003056381456417;5000;2.5;2.5;4;5.0
coK;5000;1;4.974031209945679;8.036384370096826e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;35.31603407859802;8.232789535188343e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;150.79203343391418;8.47772747627477e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;141.91849613189697;8.257071803266177e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;10.817659854888916;8.232754742832679e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;80.57167506217957;8.654828049912935e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;82.29563117027283;8.885174619894223e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.455256700515747;8.291482729109068e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;103.55069255828856;0.0001081176674115;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;111.67396140098572;0.0001188084824073;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1206262111663818;0.0001139066810444;5000;2.5;2.5;4;5.0
NcoK KM;10;500;97.31348299980164;0.0002782885101969;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;98.01957416534424;0.0002803499099506;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0784556865692138;0.000711133833706;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;208.87416172027588;0.0002487999983259;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;210.18283700942996;0.0002637807906633;5000;2.5;2.5;4;5.0
coK;5000;1;5.138185024261475;8.232454706703424e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;53.15211391448975;0.0001000476865329;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;211.0627188682556;9.959404454163436e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;221.3563256263733;9.988165505433258e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;14.912244319915771;0.0001000361693776;5000;2.5;2.5;4;5.0
NcoK KM;500;10;127.17251968383788;0.0001053624125924;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;123.15212678909302;0.0001088431853853;5000;2.5;2.5;4;5.0
coKNN;100;50;2.005185604095459;0.0001003607554042;5000;2.5;2.5;4;5.0
NcoK KM;100;50;113.72814416885376;0.0001571480793253;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;114.70941925048828;0.0001551721508154;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1265318393707275;0.0001577814179545;5000;2.5;2.5;4;5.0
NcoK KM;10;500;98.09323120117188;0.0002788372898478;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;98.01955604553224;0.0004405377168249;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0785660743713378;0.0006389621909227;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;209.41735649108887;0.0004973411234045;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;208.1611444950104;0.0003658767059248;5000;2.5;2.5;4;5.0
coK;5000;1;5.029680967330933;0.000100048428818;5000;2.5;2.5;4;5.0
coKNN;1000;5;35.32375192642212;9.462694523396304e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;148.64393377304077;9.653820870192528e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;168.43345308303833;0.0001042849247447;5000;2.5;2.5;4;5.0
coKNN;500;10;15.46537709236145;9.46051152683159e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;132.57127213478088;0.0001040757865235;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;132.73402404785156;0.0001057770846328;5000;2.5;2.5;4;5.0
coKNN;100;50;1.8314592838287356;9.50198274079978e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;115.21100854873656;0.0001385768289377;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;115.68752574920654;0.0001263506997672;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1219274997711181;0.0001638595071385;5000;2.5;2.5;4;5.0
NcoK KM;10;500;97.55390357971191;0.0002791319522647;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;97.64004349708556;0.0003119234685705;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0785512924194336;0.000495828325787;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;215.099084854126;0.0002476478440171;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;210.48953819274905;0.000241450576071;5000;2.5;2.5;4;5.0
coK;5000;1;5.701254367828369;9.462344736664268e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;54.00407695770264;9.804552859559076e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;235.15490627288816;0.0001137255137922;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;234.8437294960022;0.0001106526583307;5000;2.5;2.5;4;5.0
coKNN;500;10;18.512152671813965;9.803921117142712e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;135.68262004852295;0.000111880708115;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;140.56021785736084;0.0001156364544499;5000;2.5;2.5;4;5.0
coKNN;100;50;1.813186883926392;9.739908811244602e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;115.36014413833618;0.0001074284515661;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;96.88481903076172;0.0001154581839956;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1196663379669189;0.0001435746140123;5000;2.5;2.5;4;5.0
NcoK KM;10;500;94.90462255477904;0.0002097617613177;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;95.0941927433014;0.0002032444041567;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0715744495391845;0.0004261525104705;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;206.77211785316467;0.0002161188061826;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;211.2058143615723;0.0002583647689602;5000;2.5;2.5;4;5.0
coK;5000;1;5.505195617675781;9.8041342806193e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;54.16904354095459;7.417556514746894e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;243.08888220787048;8.175357960456466e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;244.6181743144989;7.779706618040144e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;17.643713235855103;7.417813555069844e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;136.9550805091858;9.96169359613557e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;137.6448667049408;0.0001005598920558;5000;2.5;2.5;4;5.0
coKNN;100;50;1.796044111251831;7.447104289567463e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;117.26112985610962;0.0001152119213564;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;110.02910470962524;9.168068168570874e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1240990161895752;0.0001357897053433;5000;2.5;2.5;4;5.0
NcoK KM;10;500;97.3943350315094;0.000234951216011;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;97.18817043304443;0.0003746488388895;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0785210132598877;0.0004795778467897;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;211.5597939491272;0.0003283880985715;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;214.15387272834775;0.0002863267027221;5000;2.5;2.5;4;5.0
coK;5000;1;5.059493541717529;7.41774596470974e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;56.75355243682861;9.009713105942862e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;245.31715154647827;9.05402347973066e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;169.99179697036743;0.000101194510856;5000;2.5;2.5;4;5.0
coKNN;500;10;10.436782598495483;9.0096033435095e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;88.4508113861084;0.0001260096459776;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;87.51413369178772;0.0001017733083968;5000;2.5;2.5;4;5.0
coKNN;100;50;1.5211944580078125;9.047729938304056e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;82.57240772247314;0.0001358824744701;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;84.37869310379028;0.0001318115010232;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1156985759735107;0.0001585630497618;5000;2.5;2.5;4;5.0
NcoK KM;10;500;96.54257440567017;0.000344686883613;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;97.9035861492157;0.0003273660699983;5000;2.5;2.5;4;5.0
