METHOD;N;K;TIME;RMSE;a
coKNN;5;200;0.0156354904174804;0.4273699421234043;[0.1 0.1]
NcoK;5;200;4.967962026596069;0.4184652613311468;[0.1 0.1]
coK;1000;1;0.0821969509124755;0.394023187450396;[0.1 0.1]
coKNN;100;10;0.4361052513122558;0.4433457991793941;[0.1 0.1]
NcoK;100;10;4.378993034362793;0.4439237735980123;[0.1 0.1]
coKNN;50;20;0.1849868297576904;0.4466794640038666;[0.1 0.1]
NcoK;50;20;3.3827826976776123;0.4556462511687968;[0.1 0.1]
coKNN;20;50;0.0697581768035888;0.4447586244665996;[0.1 0.1]
NcoK;20;50;2.82031798362732;0.4591455929175446;[0.1 0.1]
coKNN;10;100;0.0469481945037841;0.4440099803122703;[0.1 0.1]
NcoK;10;100;3.034306526184082;0.4488788180615656;[0.1 0.1]
coKNN;5;200;0.0160975456237792;0.4701316850476359;[0.1 0.1]
NcoK;5;200;4.850894927978516;0.4534419138385974;[0.1 0.1]
coK;1000;1;0.0631265640258789;0.4410704939779305;[0.1 0.1]
coKNN;100;10;0.4291043281555176;0.362927207859668;[0.1 0.1]
NcoK;100;10;3.88580322265625;0.3690334330594688;[0.1 0.1]
coKNN;50;20;0.177924633026123;0.3578487347383229;[0.1 0.1]
NcoK;50;20;3.447230815887451;0.3641646872011585;[0.1 0.1]
coKNN;20;50;0.0851242542266845;0.3683725054701929;[0.1 0.1]
NcoK;20;50;2.818376302719116;0.380727260527345;[0.1 0.1]
coKNN;10;100;0.046818733215332;0.3612870352693319;[0.1 0.1]
NcoK;10;100;3.1660659313201904;0.3786531173850049;[0.1 0.1]
coKNN;5;200;0.0156567096710205;0.3781772898346827;[0.1 0.1]
NcoK;5;200;5.000267744064331;0.3857061356956485;[0.1 0.1]
coK;1000;1;0.0684447288513183;0.3630107868254664;[0.1 0.1]
coKNN;100;10;0.4293229579925537;0.4011242234965916;[0.1 0.1]
NcoK;100;10;3.9187395572662354;0.4119839482860872;[0.1 0.1]
coKNN;50;20;0.2001707553863525;0.407999811493727;[0.1 0.1]
NcoK;50;20;3.463906526565552;0.4158459280358711;[0.1 0.1]
coKNN;20;50;0.0845694541931152;0.418705701273642;[0.1 0.1]
NcoK;20;50;2.833900213241577;0.3972549728055767;[0.1 0.1]
coKNN;10;100;0.037487506866455;0.4107040340397617;[0.1 0.1]
NcoK;10;100;2.9825682640075684;0.4025792837740726;[0.1 0.1]
coKNN;5;200;0.0313208103179931;0.416947862677365;[0.1 0.1]
NcoK;5;200;4.953885316848755;0.3912776394523553;[0.1 0.1]
coK;1000;1;0.0787436962127685;0.3981033514738916;[0.1 0.1]
coKNN;100;10;0.4313247203826904;0.3796089394532523;[0.1 0.1]
NcoK;100;10;3.829771041870117;0.3739799045165689;[0.1 0.1]
coKNN;50;20;0.1840906143188476;0.3889243704209939;[0.1 0.1]
NcoK;50;20;3.400881290435791;0.377191642209829;[0.1 0.1]
coKNN;20;50;0.067997932434082;0.3797814632006441;[0.1 0.1]
NcoK;20;50;2.815795421600342;0.3857298263209015;[0.1 0.1]
coKNN;10;100;0.0521249771118164;0.3824487990383607;[0.1 0.1]
NcoK;10;100;3.001461982727051;0.398890937778126;[0.1 0.1]
coKNN;5;200;0.0180206298828125;0.3801896008602662;[0.1 0.1]
NcoK;5;200;4.967584133148193;0.3755869572447248;[0.1 0.1]
coK;1000;1;0.085040807723999;0.373463655699921;[0.1 0.1]
coKNN;100;10;0.4531474113464355;0.4068254382864201;[0.1 0.1]
NcoK;100;10;3.897642850875856;0.404094603240001;[0.1 0.1]
coKNN;50;20;0.16886568069458;0.4278284715665579;[0.1 0.1]
NcoK;50;20;3.401005744934082;0.4036804395781093;[0.1 0.1]
coKNN;20;50;0.0627915859222412;0.4200240836502738;[0.1 0.1]
NcoK;20;50;2.81978702545166;0.419425282749626;[0.1 0.1]
coKNN;10;100;0.0368707180023193;0.4293815828856155;[0.1 0.1]
NcoK;10;100;2.997554063796997;0.4215245501027126;[0.1 0.1]
coKNN;5;200;0.0160319805145263;0.4322441043549413;[0.1 0.1]
NcoK;5;200;4.984923839569092;0.4068285875578244;[0.1 0.1]
coK;1000;1;0.0902528762817382;0.4031274408528961;[0.1 0.1]
coKNN;100;10;0.4166443347930908;0.3910801872409763;[0.1 0.1]
NcoK;100;10;3.838244915008545;0.3974328579668502;[0.1 0.1]
coKNN;50;20;0.1814665794372558;0.4026286799373197;[0.1 0.1]
NcoK;50;20;3.3627068996429443;0.3798751804265262;[0.1 0.1]
coKNN;20;50;0.0689172744750976;0.4060801769679769;[0.1 0.1]
NcoK;20;50;2.835554361343384;0.3841228949297912;[0.1 0.1]
coKNN;10;100;0.0473830699920654;0.4056512295932809;[0.1 0.1]
NcoK;10;100;2.997715950012207;0.3936116503175697;[0.1 0.1]
coKNN;5;200;0.0156972408294677;0.4103197555201995;[0.1 0.1]
NcoK;5;200;4.949524879455566;0.3916024742936378;[0.1 0.1]
coK;1000;1;0.087615966796875;0.3916616182893693;[0.1 0.1]
coKNN;100;10;0.4157741069793701;0.4153724685063342;[0.1 0.1]
NcoK;100;10;3.765361070632935;0.4193476394224661;[0.1 0.1]
coKNN;50;20;0.1780450344085693;0.410190874469019;[0.1 0.1]
NcoK;50;20;3.330819129943848;0.421926594127385;[0.1 0.1]
coKNN;20;50;0.0833947658538818;0.4246558310638759;[0.1 0.1]
NcoK;20;50;2.836639165878296;0.434155625246275;[0.1 0.1]
coKNN;10;100;0.0312910079956054;0.4355573492952532;[0.1 0.1]
NcoK;10;100;2.9661781787872314;0.4322186443777773;[0.1 0.1]
coKNN;5;200;0.0378477573394775;0.4316616782102502;[0.1 0.1]
NcoK;5;200;4.952881574630737;0.4231286049255894;[0.1 0.1]
coK;1000;1;0.0818543434143066;0.417008558099067;[0.1 0.1]
coKNN;100;10;0.4995584487915039;0.3686689848964988;[0.1 0.1]
NcoK;100;10;3.763244390487671;0.3769454912415923;[0.1 0.1]
coKNN;50;20;0.184464693069458;0.3615589124877758;[0.1 0.1]
NcoK;50;20;3.448748826980591;0.3936333521100942;[0.1 0.1]
coKNN;20;50;0.0685181617736816;0.3672773435762667;[0.1 0.1]
NcoK;20;50;2.8385913372039795;0.3619357204011835;[0.1 0.1]
coKNN;10;100;0.0470011234283447;0.3833486848161805;[0.1 0.1]
NcoK;10;100;2.9820358753204346;0.3855009446833846;[0.1 0.1]
coKNN;5;200;0.0317282676696777;0.3984393177848287;[0.1 0.1]
NcoK;5;200;4.951081275939941;0.3640028044338688;[0.1 0.1]
coK;1000;1;0.0698950290679931;0.3699539457239065;[0.1 0.1]
coKNN;100;10;0.415647029876709;0.3907416162207152;[0.1 0.1]
NcoK;100;10;3.750766038894653;0.3949170238502574;[0.1 0.1]
coKNN;50;20;0.184147834777832;0.4031050014290155;[0.1 0.1]
NcoK;50;20;3.3475117683410645;0.395530917865076;[0.1 0.1]
coKNN;20;50;0.0546808242797851;0.3985776127864638;[0.1 0.1]
NcoK;20;50;2.850624084472656;0.4041888008352376;[0.1 0.1]
coKNN;10;100;0.0314691066741943;0.3955367829859201;[0.1 0.1]
NcoK;10;100;3.034509420394897;0.4133819113641552;[0.1 0.1]
coKNN;5;200;0.0316195487976074;0.3965904111941946;[0.1 0.1]
NcoK;5;200;4.954749822616577;0.3917795236916105;[0.1 0.1]
coK;1000;1;0.0783038139343261;0.3863104058878374;[0.1 0.1]
coKNN;100;10;0.415407657623291;0.4279619136644376;[0.1 0.1]
NcoK;100;10;3.833070993423462;0.4339282311047546;[0.1 0.1]
coKNN;50;20;0.1780922412872314;0.4343962903385753;[0.1 0.1]
NcoK;50;20;3.36230731010437;0.428487151584003;[0.1 0.1]
coKNN;20;50;0.1151044368743896;0.4365714978233979;[0.1 0.1]
NcoK;20;50;2.836222887039185;0.4376920113540328;[0.1 0.1]
coKNN;10;100;0.0488979816436767;0.4335134090592618;[0.1 0.1]
NcoK;10;100;3.012096643447876;0.4351158076313675;[0.1 0.1]
coKNN;5;200;0.0411212444305419;0.4385263919744031;[0.1 0.1]
NcoK;5;200;4.897830009460449;0.4397800910695291;[0.1 0.1]
coK;1000;1;0.0875978469848632;0.4293338912192391;[0.1 0.1]
coKNN;100;10;0.4316115379333496;0.3838247071449607;[0.1 0.1]
NcoK;100;10;3.754692316055298;0.3945564631437568;[0.1 0.1]
coKNN;50;20;0.1814231872558593;0.3825135526311153;[0.1 0.1]
NcoK;50;20;3.347711563110352;0.3857481475020044;[0.1 0.1]
coKNN;20;50;0.069373607635498;0.3956857363897228;[0.1 0.1]
NcoK;20;50;2.8182945251464844;0.3902770258731785;[0.1 0.1]
coKNN;10;100;0.0468463897705078;0.3917586701129958;[0.1 0.1]
NcoK;10;100;3.0182600021362305;0.3821515428829122;[0.1 0.1]
coKNN;5;200;0.0158579349517822;0.3920254586927745;[0.1 0.1]
NcoK;5;200;4.9528656005859375;0.3933867341121438;[0.1 0.1]
coK;1000;1;0.0678668022155761;0.3854344079006673;[0.1 0.1]
coKNN;100;10;0.4372265338897705;0.410081440463988;[0.1 0.1]
NcoK;100;10;4.399886846542358;0.4187818061218467;[0.1 0.1]
coKNN;50;20;0.1847577095031738;0.4188660883193635;[0.1 0.1]
NcoK;50;20;3.417412519454956;0.4203461494574016;[0.1 0.1]
coKNN;20;50;0.078296422958374;0.4187677974962486;[0.1 0.1]
NcoK;20;50;2.845720291137696;0.4209740694941556;[0.1 0.1]
coKNN;10;100;0.0314040184020996;0.4250242825516535;[0.1 0.1]
NcoK;10;100;3.0316452980041504;0.4300687014230255;[0.1 0.1]
coKNN;5;200;0.0340750217437744;0.4387243186893213;[0.1 0.1]
NcoK;5;200;5.005141735076904;0.4116230161502616;[0.1 0.1]
coK;1000;1;0.0793423652648925;0.4040425650153594;[0.1 0.1]
coKNN;100;10;0.4334709644317627;0.42446890629653;[0.1 0.1]
NcoK;100;10;3.752711057662964;0.4333746476703914;[0.1 0.1]
coKNN;50;20;0.1838877201080322;0.4282881036889313;[0.1 0.1]
NcoK;50;20;3.3437628746032715;0.4304929191524974;[0.1 0.1]
coKNN;20;50;0.0661437511444091;0.4419352596212816;[0.1 0.1]
NcoK;20;50;2.8325388431549072;0.4285789383196409;[0.1 0.1]
coKNN;10;100;0.0316331386566162;0.4413770231916188;[0.1 0.1]
NcoK;10;100;2.9992737770080566;0.4326515086797745;[0.1 0.1]
coKNN;5;200;0.0353229045867919;0.4477495943628772;[0.1 0.1]
NcoK;5;200;4.92933201789856;0.4237438014266544;[0.1 0.1]
coK;1000;1;0.0899434089660644;0.4233690414110457;[0.1 0.1]
coKNN;100;10;0.4853138923645019;0.3709898064509298;[0.1 0.1]
NcoK;100;10;3.731600046157837;0.3890390725058404;[0.1 0.1]
coKNN;50;20;0.1846973896026611;0.3740354475596211;[0.1 0.1]
NcoK;50;20;3.334507703781128;0.3795490966094837;[0.1 0.1]
coKNN;20;50;0.0819678306579589;0.3745304407342519;[0.1 0.1]
NcoK;20;50;2.803335666656494;0.3735335001677843;[0.1 0.1]
coKNN;10;100;0.0475776195526123;0.3801333664153474;[0.1 0.1]
NcoK;10;100;2.982728242874145;0.3930050366279634;[0.1 0.1]
coKNN;5;200;0.0314283370971679;0.3942981537135709;[0.1 0.1]
NcoK;5;200;5.061657905578613;0.3871135409757628;[0.1 0.1]
coK;1000;1;0.0854129791259765;0.3718770269594754;[0.1 0.1]
coKNN;100;10;0.4009835720062256;0.4108521025592185;[0.1 0.1]
NcoK;100;10;4.304537534713745;0.4227762182523685;[0.1 0.1]
coKNN;50;20;0.1934843063354492;0.4142131684143387;[0.1 0.1]
NcoK;50;20;3.4318997859954834;0.4245829307787762;[0.1 0.1]
coKNN;20;50;0.0674238204956054;0.400210028948692;[0.1 0.1]
NcoK;20;50;2.81582260131836;0.4288079221837714;[0.1 0.1]
coKNN;10;100;0.0521342754364013;0.4021808369665926;[0.1 0.1]
NcoK;10;100;3.035956382751465;0.44441796464449;[0.1 0.1]
coKNN;5;200;0.0314209461212158;0.4072161391881728;[0.1 0.1]
NcoK;5;200;5.051204204559326;0.4309486158930904;[0.1 0.1]
coK;1000;1;0.0820930004119873;0.4115998669739444;[0.1 0.1]
coKNN;100;10;0.6176342964172363;0.4490080637182224;[0.3 0.3]
NcoK;100;10;4.761599540710449;0.4323711828451327;[0.3 0.3]
coKNN;50;20;0.172361135482788;0.4472921712027287;[0.3 0.3]
NcoK;50;20;3.672621726989746;0.4160815307048028;[0.3 0.3]
coKNN;20;50;0.0626771450042724;0.448311560715752;[0.3 0.3]
NcoK;20;50;2.8074300289154053;0.4291350187755259;[0.3 0.3]
coKNN;10;100;0.0499188899993896;0.4513739700685237;[0.3 0.3]
NcoK;10;100;3.155467987060547;0.4143823014453704;[0.3 0.3]
coKNN;5;200;0.0137231349945068;0.4426459334213295;[0.3 0.3]
NcoK;5;200;5.083700895309448;0.4051203600521284;[0.3 0.3]
coK;1000;1;0.0828120708465576;0.397053492214757;[0.3 0.3]
coKNN;100;10;0.5451822280883789;0.387853225783048;[0.3 0.3]
NcoK;100;10;3.866702795028688;0.3766788294209615;[0.3 0.3]
coKNN;50;20;0.1833219528198242;0.3870839155196686;[0.3 0.3]
NcoK;50;20;3.4185142517089844;0.3712476655864899;[0.3 0.3]
coKNN;20;50;0.0647773742675781;0.3904287265089136;[0.3 0.3]
NcoK;20;50;2.883743524551392;0.3784209294161877;[0.3 0.3]
coKNN;10;100;0.0457031726837158;0.3845859687962177;[0.3 0.3]
NcoK;10;100;3.0153934955596924;0.3678499561775012;[0.3 0.3]
coKNN;5;200;0.0184476375579834;0.3928344125066897;[0.3 0.3]
NcoK;5;200;6.600999355316162;0.3729263380106149;[0.3 0.3]
coK;1000;1;0.0886847972869873;0.3795947882473986;[0.3 0.3]
coKNN;100;10;0.3993284702301025;0.471264748188349;[0.3 0.3]
NcoK;100;10;3.783279180526733;0.4250486001757131;[0.3 0.3]
coKNN;50;20;0.1833586692810058;0.4711792932580879;[0.3 0.3]
NcoK;50;20;3.417501211166382;0.439842811066485;[0.3 0.3]
coKNN;20;50;0.0658493041992187;0.4730075658880139;[0.3 0.3]
NcoK;20;50;2.900432825088501;0.4306051548016638;[0.3 0.3]
coKNN;10;100;0.0328390598297119;0.4716432916064378;[0.3 0.3]
NcoK;10;100;3.0990519523620605;0.4233045396236795;[0.3 0.3]
coKNN;5;200;0.0270066261291503;0.4860597797503221;[0.3 0.3]
NcoK;5;200;5.038656234741211;0.4180542565622618;[0.3 0.3]
coK;1000;1;0.0771181583404541;0.4170023663055243;[0.3 0.3]
coKNN;100;10;0.416001558303833;0.4596131293083477;[0.3 0.3]
NcoK;100;10;3.78315806388855;0.4387626993941652;[0.3 0.3]
coKNN;50;20;0.1833863258361816;0.4589997220907356;[0.3 0.3]
NcoK;50;20;3.433269023895264;0.4459024202880532;[0.3 0.3]
coKNN;20;50;0.0664741992950439;0.4576158319476114;[0.3 0.3]
NcoK;20;50;2.9005255699157715;0.4203717835192788;[0.3 0.3]
coKNN;10;100;0.0456814765930175;0.4636547311579304;[0.3 0.3]
NcoK;10;100;3.0337371826171875;0.4207059705757184;[0.3 0.3]
coKNN;5;200;0.0167255401611328;0.4697150048913436;[0.3 0.3]
NcoK;5;200;5.071996212005615;0.4332996427323987;[0.3 0.3]
coK;1000;1;0.0781223773956298;0.4078138644780975;[0.3 0.3]
coKNN;100;10;0.4157631397247314;0.4036477204321991;[0.3 0.3]
NcoK;100;10;3.86668872833252;0.4051384324656193;[0.3 0.3]
coKNN;50;20;0.1841692924499511;0.404289891926907;[0.3 0.3]
NcoK;50;20;3.4332387447357178;0.4062885178483337;[0.3 0.3]
coKNN;20;50;0.0676074028015136;0.4035588767674188;[0.3 0.3]
NcoK;20;50;2.955597162246704;0.4040659939093696;[0.3 0.3]
coKNN;10;100;0.0429458618164062;0.403104852316351;[0.3 0.3]
NcoK;10;100;3.037367105484009;0.4090415768958237;[0.3 0.3]
coKNN;5;200;0.0120792388916015;0.4000449613226762;[0.3 0.3]
NcoK;5;200;5.050153732299805;0.4019191950247562;[0.3 0.3]
coK;1000;1;0.0667243003845214;0.4009359106285686;[0.3 0.3]
coKNN;100;10;0.4163353443145752;0.3927553403784787;[0.3 0.3]
NcoK;100;10;3.866534948348999;0.37552534953143;[0.3 0.3]
coKNN;50;20;0.1833844184875488;0.3928398304611877;[0.3 0.3]
NcoK;50;20;3.43336033821106;0.3832443045423842;[0.3 0.3]
coKNN;20;50;0.0676500797271728;0.3888437820224171;[0.3 0.3]
NcoK;20;50;2.8995354175567627;0.3795765554738214;[0.3 0.3]
coKNN;10;100;0.0431294441223144;0.3915025896695283;[0.3 0.3]
NcoK;10;100;2.971000909805298;0.3730437268608538;[0.3 0.3]
coKNN;5;200;0.0131702423095703;0.3940592151997898;[0.3 0.3]
NcoK;5;200;5.044761896133423;0.3686851693112772;[0.3 0.3]
coK;1000;1;0.0718975067138671;0.3771117433690835;[0.3 0.3]
coKNN;100;10;0.4156854152679443;0.3998654306020878;[0.3 0.3]
NcoK;100;10;3.866724967956543;0.4141662991532823;[0.3 0.3]
coKNN;50;20;0.1841142177581787;0.3993512195969297;[0.3 0.3]
NcoK;50;20;3.433295488357544;0.4077369834797079;[0.3 0.3]
coKNN;20;50;0.0815832614898681;0.3978471634753329;[0.3 0.3]
NcoK;20;50;2.8999264240264893;0.4109984145547621;[0.3 0.3]
coKNN;10;100;0.0549137592315673;0.4127553394304687;[0.3 0.3]
NcoK;10;100;3.0492465496063232;0.4111622148794326;[0.3 0.3]
coKNN;5;200;0.034879446029663;0.4308556599085918;[0.3 0.3]
NcoK;5;200;5.083502531051636;0.3986838286654894;[0.3 0.3]
coK;1000;1;0.0667393207550048;0.3991222299163962;[0.3 0.3]
coKNN;100;10;0.4985935688018799;0.3500427486330381;[0.3 0.3]
NcoK;100;10;3.867368936538696;0.3430891066249539;[0.3 0.3]
coKNN;50;20;0.1660659313201904;0.3505957134543934;[0.3 0.3]
NcoK;50;20;3.4333512783050537;0.3346062656309287;[0.3 0.3]
coKNN;20;50;0.0666539669036865;0.3486642430295614;[0.3 0.3]
NcoK;20;50;2.888525009155273;0.338634429633975;[0.3 0.3]
coKNN;10;100;0.0297305583953857;0.351969400212031;[0.3 0.3]
NcoK;10;100;3.016632080078125;0.3440379756146958;[0.3 0.3]
coKNN;5;200;0.034003734588623;0.3478075470866423;[0.3 0.3]
NcoK;5;200;4.916373252868652;0.3264694681038302;[0.3 0.3]
coK;1000;1;0.0829992294311523;0.3294830821765944;[0.3 0.3]
coKNN;100;10;0.4176721572875976;0.4367791954824038;[0.3 0.3]
NcoK;100;10;3.8330984115600586;0.4291807793313081;[0.3 0.3]
coKNN;50;20;0.1832506656646728;0.4361362881629267;[0.3 0.3]
NcoK;50;20;3.4166135787963867;0.4346442203550383;[0.3 0.3]
coKNN;20;50;0.0828955173492431;0.435991068840512;[0.3 0.3]
NcoK;20;50;2.882819890975952;0.4277816241595267;[0.3 0.3]
coKNN;10;100;0.0331935882568359;0.4365386424563903;[0.3 0.3]
NcoK;10;100;3.0499460697174072;0.4340248280198831;[0.3 0.3]
coKNN;5;200;0.0397908687591552;0.4588017715174638;[0.3 0.3]
NcoK;5;200;4.833384037017822;0.4197085258985526;[0.3 0.3]
coK;1000;1;0.066662311553955;0.4143505081244697;[0.3 0.3]
coKNN;100;10;0.4003355503082275;0.4240067779005078;[0.3 0.3]
NcoK;100;10;3.847099781036377;0.4371018601403845;[0.3 0.3]
coKNN;50;20;0.1832005977630615;0.4229248345024587;[0.3 0.3]
NcoK;50;20;3.4332900047302246;0.4230802895404344;[0.3 0.3]
coKNN;20;50;0.0666358470916748;0.4202245593117512;[0.3 0.3]
NcoK;20;50;2.8994600772857666;0.432432831024218;[0.3 0.3]
coKNN;10;100;0.0482289791107177;0.4264987440505229;[0.3 0.3]
NcoK;10;100;3.049978256225586;0.420310173756233;[0.3 0.3]
coKNN;5;200;0.0347399711608886;0.421188528939618;[0.3 0.3]
NcoK;5;200;4.999428987503052;0.4220053436113081;[0.3 0.3]
coK;1000;1;0.0832316875457763;0.4054631206361048;[0.3 0.3]
coKNN;100;10;0.4157652854919433;0.3999980052419421;[0.3 0.3]
NcoK;100;10;3.827944040298462;0.3852489115783529;[0.3 0.3]
coKNN;50;20;0.1833713054656982;0.4001631991539938;[0.3 0.3]
NcoK;50;20;3.3999359607696533;0.3826288862381726;[0.3 0.3]
coKNN;20;50;0.0806484222412109;0.3993544619633426;[0.3 0.3]
NcoK;20;50;2.8833940029144287;0.3859158336556823;[0.3 0.3]
coKNN;10;100;0.0499553680419921;0.4011597695146057;[0.3 0.3]
NcoK;10;100;3.083820581436157;0.3811993717475769;[0.3 0.3]
coKNN;5;200;0.0324516296386718;0.4061198230183812;[0.3 0.3]
NcoK;5;200;5.033481121063232;0.3806295265537324;[0.3 0.3]
coK;1000;1;0.0829913616180419;0.3685496182591434;[0.3 0.3]
coKNN;100;10;0.4291396141052246;0.4060448625168093;[0.3 0.3]
NcoK;100;10;3.833404779434204;0.4055512718982698;[0.3 0.3]
coKNN;50;20;0.1831014156341552;0.4058984955553883;[0.3 0.3]
NcoK;50;20;3.417211532592773;0.4107181135487234;[0.3 0.3]
coKNN;20;50;0.0660178661346435;0.4051227002916747;[0.3 0.3]
NcoK;20;50;2.899864196777344;0.4123817801942737;[0.3 0.3]
coKNN;10;100;0.051077127456665;0.4110352222952813;[0.3 0.3]
NcoK;10;100;3.0497162342071533;0.4091643953427548;[0.3 0.3]
coKNN;5;200;0.0417582988739013;0.423932678147913;[0.3 0.3]
NcoK;5;200;4.976395130157471;0.4028506587238876;[0.3 0.3]
coK;1000;1;0.0722031593322753;0.3968203877131725;[0.3 0.3]
coKNN;100;10;0.4157273769378662;0.3777719905016022;[0.3 0.3]
NcoK;100;10;3.8332419395446777;0.3889946027092205;[0.3 0.3]
coKNN;50;20;0.1833000183105468;0.3778131248281287;[0.3 0.3]
NcoK;50;20;3.4505646228790283;0.382443670973089;[0.3 0.3]
coKNN;20;50;0.0708527565002441;0.3780196965037601;[0.3 0.3]
NcoK;20;50;2.895195722579956;0.3770533275543866;[0.3 0.3]
coKNN;10;100;0.036931037902832;0.3817311567481449;[0.3 0.3]
NcoK;10;100;3.149809598922729;0.3663922620001713;[0.3 0.3]
coKNN;5;200;0.0340456962585449;0.3823130656482092;[0.3 0.3]
NcoK;5;200;5.006840467453003;0.3576455733397081;[0.3 0.3]
coK;1000;1;0.0828433036804199;0.3614936170110031;[0.3 0.3]
coKNN;100;10;0.4159293174743652;0.3819516396481691;[0.3 0.3]
NcoK;100;10;3.8665518760681152;0.37945270076677;[0.3 0.3]
coKNN;50;20;0.1833939552307129;0.3823124004376758;[0.3 0.3]
NcoK;50;20;3.4500668048858643;0.3738784480962797;[0.3 0.3]
coKNN;20;50;0.0663349628448486;0.3831176958583174;[0.3 0.3]
NcoK;20;50;2.900352716445923;0.372054502677215;[0.3 0.3]
coKNN;10;100;0.0437076091766357;0.3822944996544856;[0.3 0.3]
NcoK;10;100;3.016651391983032;0.3842389145834227;[0.3 0.3]
coKNN;5;200;0.0340681076049804;0.3712058402449157;[0.3 0.3]
NcoK;5;200;5.01671576499939;0.379134484511979;[0.3 0.3]
coK;1000;1;0.0832126140594482;0.3675965767314135;[0.3 0.3]
coKNN;100;10;0.4154860973358154;0.4160270372636093;[0.3 0.3]
NcoK;100;10;3.8499741554260254;0.389785337350748;[0.3 0.3]
coKNN;50;20;0.1833724975585937;0.414955147185348;[0.3 0.3]
NcoK;50;20;3.449820041656494;0.3903588161952753;[0.3 0.3]
coKNN;20;50;0.0833051204681396;0.4182888046974735;[0.3 0.3]
NcoK;20;50;2.898538112640381;0.3750912814107351;[0.3 0.3]
coKNN;10;100;0.0342988967895507;0.4117984018663401;[0.3 0.3]
NcoK;10;100;3.1002180576324463;0.3809666019756616;[0.3 0.3]
coKNN;5;200;0.016991376876831;0.4298331848920272;[0.3 0.3]
NcoK;5;200;4.997856616973877;0.3880253763050668;[0.3 0.3]
coK;1000;1;0.0677969455718994;0.371295319402376;[0.3 0.3]
coKNN;100;10;0.4317212104797363;0.4226703541817154;[0.3 0.3]
NcoK;100;10;3.8997139930725098;0.4236547957244228;[0.3 0.3]
coKNN;50;20;0.1659624576568603;0.4224769802077719;[0.3 0.3]
NcoK;50;20;3.4167191982269287;0.4211557044818068;[0.3 0.3]
coKNN;20;50;0.0832841396331787;0.4221329112009798;[0.3 0.3]
NcoK;20;50;2.866351842880249;0.4192672553063388;[0.3 0.3]
coKNN;10;100;0.050037145614624;0.417765441393919;[0.3 0.3]
NcoK;10;100;3.0499396324157715;0.4185847081795951;[0.3 0.3]
coKNN;5;200;0.0389723777770996;0.4148575198903913;[0.3 0.3]
NcoK;5;200;5.09987473487854;0.4117176439171541;[0.3 0.3]
coK;1000;1;0.0818679332733154;0.4082356955806547;[0.3 0.3]
coKNN;100;10;0.451214075088501;0.3875588527392556;[0.3 0.3]
NcoK;100;10;3.949998378753662;0.3976033788846815;[0.3 0.3]
coKNN;50;20;0.1832780838012695;0.3872144501366413;[0.3 0.3]
NcoK;50;20;3.439218282699585;0.395265645141533;[0.3 0.3]
coKNN;20;50;0.0597155094146728;0.3854568839678327;[0.3 0.3]
NcoK;20;50;2.884312391281128;0.3888266002730996;[0.3 0.3]
coKNN;10;100;0.0498602390289306;0.3801454497328961;[0.3 0.3]
NcoK;10;100;3.0831992626190186;0.3965739733457124;[0.3 0.3]
coKNN;5;200;0.0340356826782226;0.3773930719070559;[0.3 0.3]
NcoK;5;200;5.0101611614227295;0.3912166652571542;[0.3 0.3]
coK;1000;1;0.0908305644989013;0.3923644670412424;[0.3 0.3]
coKNN;100;10;0.4330332279205322;0.4760793401980772;[0.3 0.3]
NcoK;100;10;3.883204460144043;0.4571448762487859;[0.3 0.3]
coKNN;50;20;0.1832377910614013;0.4761344925189014;[0.3 0.3]
NcoK;50;20;3.4678335189819336;0.4508646907453948;[0.3 0.3]
coKNN;20;50;0.0816488265991211;0.4725757376377147;[0.3 0.3]
NcoK;20;50;2.8999080657958984;0.4501070404584726;[0.3 0.3]
coKNN;10;100;0.0333044528961181;0.4731946425460557;[0.3 0.3]
NcoK;10;100;3.0668599605560303;0.4589731622577316;[0.3 0.3]
coKNN;5;200;0.0337781906127929;0.4718607459488813;[0.3 0.3]
NcoK;5;200;4.899678468704224;0.4510275015593455;[0.3 0.3]
coK;1000;1;0.0667779445648193;0.4332617591717768;[0.3 0.3]
coKNN;100;10;0.4165728092193603;0.4056631926345714;[0.3 0.3]
NcoK;100;10;3.802767515182495;0.4052327652739598;[0.3 0.3]
coKNN;50;20;0.1970150470733642;0.4063369489312691;[0.3 0.3]
NcoK;50;20;3.416255474090576;0.4081332585729622;[0.3 0.3]
coKNN;20;50;0.0791354179382324;0.4086946469101764;[0.3 0.3]
NcoK;20;50;2.900912284851074;0.4017146047454721;[0.3 0.3]
coKNN;10;100;0.04903244972229;0.4081573341644477;[0.3 0.3]
NcoK;10;100;3.007676601409912;0.3955489124740859;[0.3 0.3]
coKNN;5;200;0.0338647365570068;0.4087311469472327;[0.3 0.3]
NcoK;5;200;5.04965090751648;0.3767530288374845;[0.3 0.3]
coK;1000;1;0.0779924392700195;0.3642593607138833;[0.3 0.3]
coKNN;100;10;0.4011318683624267;0.4286148219933301;[0.3 0.3]
NcoK;100;10;3.916669130325317;0.4232116776686024;[0.3 0.3]
coKNN;50;20;0.199963092803955;0.4274472593506538;[0.3 0.3]
NcoK;50;20;3.426210403442383;0.4268822171864687;[0.3 0.3]
coKNN;20;50;0.0833964347839355;0.4293212865289561;[0.3 0.3]
NcoK;20;50;2.91733717918396;0.4329940104635524;[0.3 0.3]
coKNN;10;100;0.0326743125915527;0.429522403508609;[0.3 0.3]
